table,rows,class,kind,domain,D,P,E,W,T,M,missing,priority,exec_evidence,witness,transfer
thylora_graph_edges,193,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,17.5,"trigger:trg_thylora_graph_validate_edge_v1; reader_fn:thylora_graph_context_v1,thylora_graph_firewall_v1,thylora_dashboard_completion_v1; view:thylora_graph_integrity_findings_v1,thylora_rdf_triples_v1,thylora_rdf_triples_v2",{},"surface_fn:thylora_dashboard_completion_v1,thylora_graph_lookup_v1; view"
ue_progression_bands,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,17.5,"fk_child_rows:ue_concepts,ue_question_templates",{},fk_child
adult_consent_instruments,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,1,0,0,0,PWT,15.0,trigger:trg_adult_consent_withdrawal_quarantine; reader_fn:adult_asset_live_gate,{},
adult_desks,11,WITNESS MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
adult_operating_instruments,13,WITNESS MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
assets,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,reader_fn:thylora_export_b2b_rights_package; fk_child_rows:vlegh_registry,{},"repo:.github/workflows/patch-dashboard-r8.yml,app/index.html; fk_child"
bramble_episode_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:bramble_episode_versions,{},fk_child
chairman_source_amendments,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,1,0,0,PT,15.0,trigger:trg_immutability_chairman_amendments,"{""custody_trigger"": ""append_only""}",
commerce_credit_policy,2,WITNESS MISSING,POLICY/REGISTRY,COMMERCE,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
earth_record_sources,7,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"fk_child_rows:earth_record_connectors,earth_record_evidence",{},fk_child
earth_research_cases,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:earth_record_evidence,{},fk_child
family_identity_protection_audit,10,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 10}",
game_bet_market_catalog,11,EXECUTION MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,0,0,1,0,EW,15.0,,{},repo:app/sports-betting.js
game_bet_report_policy,3,WITNESS MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
game_bet_tickets,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,1,0,0,0,PWT,15.0,trigger:trg_game_bet_ticket_gate,{},
hot_gossip_issues,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:hot_gossip_issue_stories,{},fk_child
legal_constitution_registry,1,WITNESS MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
legal_coverage_team,24,WITNESS MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
legal_office_registry,1,WITNESS MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
legal_source_registry,13,WITNESS MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
legal_staff_position,26,WITNESS MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard; reader_fn:thylora_person_roster_v1,{},
legal_work_handoff,6,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 6}",
patient_advocacy_delivery_channels,5,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 4}",
public_site_commerce_events,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,1,0,1,0,PW,15.0,view:public_site_public_sales_metrics,{},view
qq_revenue_map,10,WITNESS MISSING,POLICY/REGISTRY,COMMERCE,1,1,1,0,0,0,WT,15.0,reader_fn:thylora_question_quest_commercial_v1,{},
restart_records,139,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"trigger:thy_name_guard; reader_fn:thylora_operating_surface_v1,thylora_chairman_dash_v1; fk_child_rows:dashboard_status; edge:chairman-command,thylora-build-compiler,thylora-current-head",{},"surface_fn:thylora_operating_surface_v1,thylora_chairman_dash_v1; repo:dashboard-current-head.html; edge; fk_child"
seasons,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:episodes,{},fk_child
sports_network_registry,1,EXECUTION MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,0,0,1,0,EW,15.0,,{},repo:app/app.js
studio_departments,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"trigger:thy_name_guard; fk_child_rows:production_tasks,studio_people",{},repo:dashboard-current-head.html; fk_child
thy_loochy_accounts,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,15.0,writer_fn:thy_loochy_post_transaction; trigger:thy_loochy_accounts_no_direct_balance_change; reader_fn:thy_loochy_post_transaction,"{""custody_trigger"": ""ledger_write_guard""}",
thy_omniview_links,56,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"writer_fn:thy_omniview_link; reader_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_link",{},"surface_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_link"
thy_omniview_questions,22,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"writer_fn:thy_omniview_answer,thy_omniview_ask; reader_fn:thy_omniview_answer,thy_omniview_manifest,thy_omniview_topic",{},"surface_fn:thy_omniview_answer,thy_omniview_manifest,thy_omniview_topic"
thy_omniview_restarts,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"writer_fn:thy_omniview_restart; reader_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_restart",{},"surface_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_restart"
thy_sequence_ledger_topics,33,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"writer_fn:thy_sequence_append,thy_omniview_restart,thy_omniview_state_canon; reader_fn:thy_omniview_sequence,thy_omniview_manifest,thy_omniview_topic",{},"surface_fn:thy_omniview_sequence,thy_omniview_manifest,thy_omniview_topic"
thylora_bank_account_types,7,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,"fk_child_rows:ersatzreality_financial_accounts,thylora_bank_rate_schedules",{},fk_child
thylora_castle_economy_accounts,13,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:thylora_castle_economy_flows,{},fk_child
thylora_commerce_provider_authority,1,WITNESS MISSING,OPERATIONAL,COMMERCE,1,1,1,0,0,0,WT,15.0,"reader_fn:get_thylora_effective_build_runs_v1,thylora_continuity_floor_state",{},
thylora_estate_ledger_entries,15,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 15}",
thylora_estate_tenancies,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"fk_child_rows:thylora_estate_land_units,thylora_estate_resident_households",{},fk_child
thylora_famous_thought_math_bindings,39,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,reader_fn:thylora_famous_thought_dashboard_v1; view:thylora_famous_thought_public_v1,{},surface_fn:thylora_famous_thought_dashboard_v1; view
thylora_famous_thought_themes,79,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,reader_fn:thylora_famous_thought_dashboard_v1; view:thylora_famous_thought_public_v1,{},surface_fn:thylora_famous_thought_dashboard_v1; view
thylora_graph_predicates,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"reader_fn:thylora_graph_validate_edge_v1,thylora_dashboard_completion_v1; fk_child_rows:thylora_graph_edges,thylora_graph_predicate_contracts",{},surface_fn:thylora_dashboard_completion_v1; fk_child
thylora_ip_consent_state_events,0,POPULATION MISSING,OPERATIONAL,SAFETY/LEGAL,1,0,1,1,0,0,PT,15.0,trigger:trg_ip_consent_event_immutable; reader_fn:thylora_evaluate_rights_gate,"{""custody_trigger"": ""append_only""}",
thylora_ip_manifest_declarations,1,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,15.0,trigger:trg_ip_manifest_immutable; reader_fn:thylora_evaluate_rights_gate,"{""row_evidence_fields"": 1, ""custody_trigger"": ""append_only""}",
thylora_math_equation_registry,13,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,"reader_fn:thy_math_display_get; fk_child_rows:thy_math_display,thylora_famous_thought_math_bindings",{},fk_child
thylora_news_program_registry,5,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,"trigger:thy_name_guard; reader_fn:thylora_operating_surface_v1; fk_child_rows:thylora_news_episode_registry,thylora_news_format_templates",{},surface_fn:thylora_operating_surface_v1; fk_child
thylora_output_visual_identity_gate,12,WITNESS MISSING,POLICY/REGISTRY,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
thylora_patrol_runs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,1,0,P,15.0,edge:thylora-executive-patrol,"{""edge_writer_emits_audit_event"": true}",edge
thylora_pay_periods,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:thylora_pay_period_lines,{},fk_child
thylora_pending_entitlement_claims,1,WITNESS MISSING,OPERATIONAL,COMMERCE,1,1,1,0,0,0,WT,15.0,"writer_fn:thylora_commerce_record_unlinked_purchase_v1,thylora_claim_pending_entitlements_v1; reader_fn:thylora_commerce_record_unlinked_purchase_v1,thylora_claim_pending_entitlements_v1",{},
thylora_pqr_evidence_checks,5,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,15.0,reader_fn:thylora_pqr_release_gate_v1,{},
thylora_pqr_opportunities,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,reader_fn:thylora_pqr_release_gate_v1; fk_child_rows:thylora_pqr_originality_gate,{},fk_child
thylora_pqr_signals,14,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,reader_fn:thylora_pqr_recount_cluster_v1; fk_child_rows:thylora_pqr_cluster_signals,{},fk_child
thylora_product_checkout_events,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,1,0,1,0,PW,15.0,"writer_fn:thylora_process_product_stripe_checkout_completed_v1; reader_fn:thylora_process_product_stripe_checkout_completed_v1,thylora_operating_surface_v1",{},surface_fn:thylora_operating_surface_v1
thylora_product_download_audit,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,1,0,1,0,PW,15.0,edge:thylora-protected-download,{},edge
thylora_product_passport_details,1,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,15.0,"trigger:thylora_product_passport_details_updated_at,thy_name_guard",{},
thylora_product_review_records,2,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,15.0,trigger:thylora_product_review_records_touch_updated_at,{},
thylora_production_approval_checks,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,1,0,PW,15.0,trigger:thylora_production_approval_checks_updated_at; edge:thylora-executive-patrol,{},edge
thylora_production_approval_templates,10,WITNESS MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,15.0,trigger:thylora_production_approval_templates_updated_at,{},
thylora_store_policy_registry,3,EXECUTION MISSING,POLICY/REGISTRY,COMMERCE,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 3}",
thylora_store_readback_snapshots,1,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,1,0,0,ET,15.0,,"{""row_evidence_fields"": 1}",
thylora_submit_product_policy,8,WITNESS MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,15.0,"reader_fn:thylora_submit_publication_guard,thylora_submit_open_v1,thylora_submit_my_submissions_v1",{},
thylora_time_run_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:thylora_time_run_events,{},fk_child
thylora_visual_slots,46,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"trigger:thylora_visual_slots_set_updated_at,thy_name_guard; fk_child_rows:thylora_visual_approvals; edge:public-visual-registry",{},edge; fk_child
thylora_wage_bands,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:thylora_pay_period_lines,{},fk_child
thylora_world_institution_registry,5,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:thylora_castle_economy_accounts,{},fk_child
time_region_protection_doctrine,5,WITNESS MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,1,0,0,0,WT,15.0,trigger:thy_name_guard,{},
ue_lb_senses,130,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:ue_lb_sentence_cases,{},fk_child
ue_lb_terms,41,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,"fk_child_rows:ue_lb_senses,ue_lb_sentence_cases",{},fk_child
ue_subject_adapters,17,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,15.0,fk_child_rows:ue_concepts,{},fk_child
world_orders,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,0,0,1,0,PEW,15.0,,{},repo:app/app.js
earth_record_evidence,8,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,14.0,,{},
family_media,6,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,0,1,0,EW,13.5,,{},repo:dashboard-current-head.html
freshpath_exceptions,2,WITNESS MISSING,EVENT,OPERATIONS,1,1,1,0,0,0,WT,13.5,reader_fn:freshpath_now_board_v1,{},
freshpath_stage_events,20,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,13.5,"reader_fn:freshpath_stage_durations_v1,freshpath_now_board_v1",{},
freshpath_worker_recognition,2,WITNESS MISSING,OPERATIONAL,OPERATIONS,1,1,1,0,0,0,WT,13.5,reader_fn:thylora_worker_spotlight_v1,{},
thy_loochy_transactions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,13.5,writer_fn:thy_loochy_post_transaction; trigger:thy_loochy_transactions_immutable; reader_fn:thy_loochy_post_transaction,"{""custody_trigger"": ""append_only""}",
thylora_business_settlements,5,EXECUTION MISSING,OPERATIONAL,OPERATIONS,1,1,0,1,0,0,ET,13.5,,"{""row_evidence_fields"": 5}",
thylora_submit_submissions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,13.5,"writer_fn:thylora_submit_open_v1,thylora_submit_deliver_v1,thylora_submit_execute_deletion_v1; trigger:trg_submit_no_rebinding; reader_fn:thylora_submit_publication_guard,thylora_submit_owns,thylora_submit_open_v1",{},surface_fn:thylora_submit_present_for_review_v1
er_automotive_department_roles,22,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:er_automotive_staff_assignments,{},fk_child
er_automotive_facility_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,trigger:thy_name_guard; fk_child_rows:er_automotive_staff_assignments,{},fk_child
er_automotive_show_registry,5,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:er_automotive_show_episode_registry,{},fk_child
ersatzreality_financial_ledger,0,POPULATION MISSING,OPERATIONAL,COMMERCE,1,0,1,0,0,0,PWT,12.5,reader_fn:thylora_bank_open_statement,{},
media_assets,18,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,view:thylora_gap_summary_v1,{},view
qq_guardian_controls,1,EXECUTION MISSING,OPERATIONAL,SAFETY/LEGAL,1,1,0,0,0,0,EWT,12.5,,{},
qq_reward_catalog,3,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:qq_credit_ledger,{},fk_child
reveng_tenants,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:reveng_projects,{},fk_child
six_member_profiles,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,view:six_current_head_v; fk_child_rows:six_nightly_report_config,{},view; fk_child
six_nightly_report_config,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,view:six_current_head_v,{},view
sports_team_registry,33,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,trigger:thy_name_guard,{},"repo:.github/workflows/patch-dashboard-r7.yml,app/app.js"
tasteprint_profiles,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:tasteprint_versions,{},fk_child
tasteprint_versions,1,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,12.5,trigger:trg_tasteprint_versions_immutable,"{""custody_trigger"": ""immutable""}",
thylora_autonomy_runs,283,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,edge:thylora-autonomy-worker,{},edge
thylora_build_events,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"writer_fn:create_thylora_build_run,advance_thylora_build_stage,claim_thylora_build_event; reader_fn:create_thylora_build_run,advance_thylora_build_stage,claim_thylora_build_event; edge:thylora-build-compiler",{},edge
thylora_business_tax_ledger,3,EXECUTION MISSING,OPERATIONAL,COMMERCE,1,1,0,0,0,0,EWT,12.5,,{},
thylora_comm_contact_profiles,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_comm_events,{},fk_child
thylora_delivery_attempts,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"writer_fn:thylora_delivery_retry_v1,thylora_open_edf_v1,thylora_commerce_ingest_order_event_v1; reader_fn:thylora_delivery_retry_v1,thylora_delivery_health_v1,thylora_open_edf_v1; view:thylora_fulfillment_reconciliation_candidates",{},view
thylora_department_profiles,39,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"trigger:thylora_department_profiles_updated_at,thy_name_guard; edge:thylora-department-talk",{},edge
thylora_economy_domain_registry,22,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_world_institution_registry,{},fk_child
thylora_edf_packages,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"writer_fn:thylora_edf_publish_v1,thylora_edf_create_v1,thylora_edf_set_release_metadata_v1; reader_fn:thylora_edf_guard_published,thylora_edf_publish_v1,thylora_edf_validate_v1; fk_child_rows:thylora_edf_text_blocks",{},surface_fn:thylora_customer_library_v1; fk_child
thylora_edf_text_blocks,59,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,12.5,"writer_fn:thylora_edf_add_text_v1; trigger:trg_edf_hash_block,trg_edf_guard_blocks,thy_name_guard; reader_fn:thylora_edf_validate_v1,thylora_edf_manifest_v1,thylora_edf_add_text_v1","{""custody_trigger"": ""frozen_after_publish""}",
thylora_famous_thought_people_in_time,23,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"reader_fn:thylora_famous_thought_card_v1,thylora_famous_thought_dashboard_v1; view:thylora_famous_thought_public_v1",{},surface_fn:thylora_famous_thought_dashboard_v1; view
thylora_famous_thought_theme_registry,20,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,reader_fn:thylora_famous_thought_dashboard_v1; fk_child_rows:thylora_famous_thought_themes,{},surface_fn:thylora_famous_thought_dashboard_v1; fk_child
thylora_gate_definitions,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"trigger:thylora_gate_definitions_updated_at,thy_name_guard; reader_fn:thylora_dashboard_completion_v1,thy_omniview_current_gates",{},"surface_fn:thylora_dashboard_completion_v1,thy_omniview_current_gates"
thylora_global_question_registry,3,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_global_question_localizations,{},fk_child
thylora_graph_nodes,82,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"reader_fn:thylora_graph_validate_edge_v1,thylora_graph_context_v1,thylora_graph_firewall_v1; view:thylora_graph_integrity_findings_v1,thylora_graph_possible_name_conflicts_v1,thylora_rdf_triples_v1; fk_child_rows:thylora_graph_edges",{},"surface_fn:thylora_dashboard_completion_v1,thylora_graph_lookup_v1; view; fk_child"
thylora_graph_predicate_contracts,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,view:thylora_graph_integrity_findings_v1,{},view
thylora_hq_floor_registry,29,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,trigger:thy_name_guard,{},repo:dashboard-current-head.html
thylora_idea_extensions,23,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,"trigger:thylora_idea_extensions_updated_at,thy_name_guard; view:thylora_idea_workspaces",{},view
thylora_idea_links,21,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,view:thylora_idea_workspaces,{},view
thylora_mass_lock_enforcers,10,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_mass_lock_enforcement_events,{},fk_child
thylora_news_claim_ledger,34,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,reader_fn:thylora_operating_surface_v1,{},surface_fn:thylora_operating_surface_v1
thylora_operational_invariants,18,TRANSFER MISSING,OPERATIONAL,GENERAL,1,1,1,1,0,0,T,12.5,"writer_fn:thylora_enforce_standing_invariants_v1; trigger:thy_name_guard; reader_fn:thylora_operational_numbers_v1,thylora_enforce_standing_invariants_v1","{""row_evidence_fields"": 18}",
thylora_patrol_findings,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,1,0,P,12.5,trigger:thylora_patrol_findings_updated_at; edge:thylora-executive-patrol,"{""edge_writer_emits_audit_event"": true}",edge
thylora_person_activation_states,7,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,trigger:thy_name_guard; fk_child_rows:thylora_person_identity,{},fk_child
thylora_pqr_boards,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_pqr_board_rows,{},fk_child
thylora_pqr_sources,17,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,fk_child_rows:thylora_pqr_signals,{},fk_child
thylora_provider_registry,4,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,1,0,W,12.5,"trigger:thylora_provider_registry_updated_at; reader_fn:thylora_chairman_dash_v1; fk_child_rows:thylora_provider_adapters; edge:chairman-command,dash,thylora-build-compiler",{},surface_fn:thylora_chairman_dash_v1; edge; fk_child
thylora_ui_action_contracts,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,trigger:trg_enforce_verified_ui_contract; view:thylora_ui_functional_state,{},view
thylora_ui_modules,76,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,1,0,W,12.5,trigger:thy_name_guard; view:thylora_ui_functional_state; fk_child_rows:thylora_module_records,{},view; repo:dashboard-current-head.html; fk_child
voice_profile_registry,4,TRANSFER MISSING,POLICY/REGISTRY,GENERAL,1,1,1,1,0,0,T,12.5,"reader_fn:thylora_person_life_record_v1,thylora_person_roster_v1","{""row_evidence_fields"": 4}",
approval_records,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,1,0,PW,12.0,reader_fn:thylora_control_surface_v1,{},surface_fn:thylora_control_surface_v1
chairman_source_interpretation,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,12.0,,{},
chairman_source_shorthand_expansion,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,12.0,,{},
family_story_products,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,0,0,0,EWT,12.0,,{},
thylora_chairman_launch_board,1,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,1,0,0,ET,12.0,,"{""row_evidence_fields"": 1}",
thylora_chairman_margin_notes,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,1,0,PW,12.0,"writer_fn:thylora_margin_note_add_v1,thylora_margin_reconcile_v1; trigger:margin_notes_touch; reader_fn:thylora_chairman_dash_v1,thylora_margin_queue_v1,thylora_margin_note_add_v1",{},surface_fn:thylora_chairman_dash_v1
thylora_chairman_understanding_registry,10,WITNESS MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,trigger:thy_name_guard,{},
thylora_chairman_visit_log,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,1,0,1,0,PW,12.0,"writer_fn:thylora_record_chairman_visit_v1; reader_fn:thylora_operating_surface_v1,thylora_record_chairman_visit_v1",{},"surface_fn:thylora_operating_surface_v1,thylora_record_chairman_visit_v1"
thylora_continuity_boot_registry,1,WITNESS MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,trigger:thy_name_guard,{},
thylora_continuity_payloads,97,EXECUTION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,0,1,0,0,ET,12.0,,"{""audit_alias"": [""thylora_continuity_payload""]}",
thylora_execution_policy,69,WITNESS MISSING,POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,trigger:thy_name_guard,{},
thylora_historical_medicine_evidence,2,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,trigger:thy_name_guard,{},
thylora_product_copy_versions,2,WITNESS MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,1,1,0,0,0,WT,12.0,"writer_fn:thylora_approve_product_copy_v1; reader_fn:thylora_approve_product_copy_v1,thylora_product_copy_diff_v1",{},
